Unnamed: 0,time,instance_events_type,collection_id,scheduling_class,collection_type,priority,alloc_collection_id,instance_index,machine_id,resource_request,constraint,collections_events_type,user,collection_name,collection_logical_name,start_after_collection_ids,vertical_scaling,scheduler,start_time,end_time,average_usage,maximum_usage,random_sample_usage,assigned_memory,page_cache_memory,cycles_per_instruction,memory_accesses_per_instruction,sample_rate,cpu_usage_distribution,tail_cpu_usage_distribution,cluster,event,failed
856,1505734030611,6,756176103831,0,0,105,0,1733,749216889166,"{'cpus': 0.001987457275390625, 'memory': 0.002368927001953125}",[],6,fyVrWxhkLIMjl2J3LD3cpOWRuMUdb9sqYAI1OSXrPX0=,KAEyqlOFW0Gw2zPq5xXbPCpBpuFW0eDG7p+nw6/FzT8=,fPhJIUobOdlZPz6KclCEyHsL7qFlxpTAsH9SnzWcRaU=,[],2.0,1.0,1505546000000,1505547000000,"{'cpus': 0.0, 'memory': 9.5367431640625e-07}","{'cpus': 0.0, 'memory': 9.5367431640625e-07}","{'cpus': 0.0, 'memory': None}",0.0020790100097656,0.0,,,1.0,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 3.81469727e-06 8.58306885e-06 8.58306885e-06
 8.58306885e-06 8.58306885e-06 8.58306885e-06]","[8.58306885e-06 8.58306885e-06 8.58306885e-06 8.58306885e-06
 8.58306885e-06 8.58306885e-06 8.58306885e-06 8.58306885e-06
 8.58306885e-06]",3,SCHEDULE,0
857,283680521336,3,737327470532,2,0,103,0,17061,350668712121,"{'cpus': 0.00022029876708984375, 'memory': 0.0097503662109375}",[],3,PjN+UsJW4N4vU53j3YdsF7K+78vTOQtPJMQos/qLJRo=,aWZF4ppwhwUCJx/Wxg16I4VD8m4c6lJxS6v7N2hgtZY=,Qgn5UXOyjWd8XeLs3/B6MhmR/wYS0PTCPEa3UzSfLAk=,[],1.0,1.0,276300000000,276600000000,"{'cpus': 0.0005321502685546875, 'memory': 0.00273895263671875}","{'cpus': 0.00392913818359375, 'memory': 0.0059814453125}","{'cpus': 0.0005521774291992188, 'memory': None}",0.0097503662109375,0.0,,,1.0,"[3.24249268e-05 1.58309937e-04 2.94685364e-04 3.75747681e-04
 4.38690186e-04 5.18798828e-04 5.64575195e-04 6.38961792e-04
 7.30514526e-04 8.80241394e-04 3.92913818e-03]","[0.00090218 0.00092411 0.00096798 0.00101089 0.00105667 0.00110054
 0.00118828 0.00127602 0.00131035]",3,FINISH,0
858,1454567322475,6,755686677250,0,0,105,0,3458,55681302,"{'cpus': 0.00662994384765625, 'memory': 0.00368499755859375}",[],6,fyVrWxhkLIMjl2J3LD3cpOWRuMUdb9sqYAI1OSXrPX0=,WFDT2cA4Z2GGeRBluqNbpAEp9fFYRZWWryfAbA6iGY8=,XEEbVRdt29HOHVFyVxuJXKjH14AJpv2bK56r7DrIL8Q=,[],2.0,1.0,1447200000000,1447500000000,"{'cpus': 0.00020599365234375, 'memory': 0.0015354156494140625}","{'cpus': 0.001384735107421875, 'memory': 0.001605987548828125}","{'cpus': 0.00016689300537109375, 'memory': None}",0.0032501220703125,0.000258445739746,3.973978996276856,0.0164353270083665,1.0,"[0.00013924 0.00014782 0.0001564  0.00016499 0.00017357 0.00018311
 0.0001936  0.00020409 0.00021362 0.000247   0.00138474]","[0.00025272 0.0002594  0.00026989 0.0002861  0.00030231 0.0003233
 0.00034523 0.00039577 0.0011673 ]",3,SCHEDULE,0
859,2297057742666,6,498620479395,0,1,116,0,17,34835409365,"{'cpus': 0.01629638671875, 'memory': 0.0088653564453125}",[],6,ozZyjibodLxH62OJxhAhzXgCno4K269u9IsmqpXzxHQ=,hwERrbCRVFji5DZkA6Lvxc3PU55lpJtObVoExxX0b1Y=,mF7g4xhPq0Q1FhowLd7gCdTFh03+hoyOBpr8oEyY1Ik=,[],2.0,1.0,2295900000000,2296200000000,"{'cpus': 0.000690460205078125, 'memory': 0.002498626708984375}","{'cpus': 0.0095672607421875, 'memory': 0.0025177001953125}","{'cpus': 0.0005855560302734375, 'memory': None}",0.0088653564453125,0.0005617141723632,,,0.996666669845581,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0.],2,SCHEDULE,0
860,2672186835136,6,503670658382,0,1,116,0,1369,91294391,"{'cpus': 0.019439697265625, 'memory': 0.03326416015625}",[],6,p8OV+3HkL8g1uZ11dkCrMGCfAcRJerNDEbjByNP8mcY=,6YppaX3JEJnTLJYeco7E27jFyIvb0xobLknjDyGGUqQ=,yTPr6CtRWjNm+x24Nf9SffqSc43Wx597/OSTqt+sTK8=,[],2.0,1.0,2659800000000,2660100000000,"{'cpus': 0.0196533203125, 'memory': 0.00728607177734375}","{'cpus': 0.0755615234375, 'memory': 0.00774383544921875}","{'cpus': 0.029541015625, 'memory': None}",0.019989013671875,0.000563621520996,,,0.993333339691162,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0.],2,SCHEDULE,0
861,1996246612944,0,236368116431,0,0,0,0,37835,68246658091,"{'cpus': 0.0081024169921875, 'memory': 0.003612518310546875}","[{'name': '9eCGRtl6XN5GQoOYGEjKtupBbtUoOaOPYRFw+pzH7IU=', 'value': '0', 'relation': 1}]",0,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,EVN94d9fIFzR7ApTSdBG8VyV7YEmR+GB2LpjJ7QtWlM=,uXg7PS0QinS0hu2jPMkHebkDJpZMywmqm/pOwvdFE5s=,[],1.0,0.0,2249100000000,2249400000000,"{'cpus': 0.0002002716064453125, 'memory': 0.0006771087646484375}","{'cpus': 0.0008182525634765625, 'memory': 0.00067901611328125}","{'cpus': 0.0004930496215820312, 'memory': None}",0.006683349609375,9.5367431640625e-07,3.4928548336029053,0.0095059815794229,1.0,"[0.00013638 0.00014305 0.00015068 0.00015831 0.00016499 0.00017262
 0.00018597 0.00020313 0.00022125 0.00027275 0.00087166]","[0.00028133 0.00029087 0.00029945 0.00030804 0.00033474 0.00039577
 0.00049305 0.00051975 0.0005722 ]",5,ENABLE,0
862,85310159976,3,128073966478,2,0,0,0,280,188677658497,"{'cpus': 0.002513885498046875, 'memory': 0.00022792816162109375}","[{'name': 'GKAYWlOFlntxaxFt+CCHj/Og1BgToNx62SMW9WHlf8g=', 'value': 'Kgq16taSOgd2w4MdPfzHClxQoBcDdY4+DwIKKSewaHM=', 'relation': 1}]",3,+cz+wEXttqDjld+YWLmrgqExjdqiHMZ2WZODThyR9jE=,AbfLM/72wWE5g5N3WQHZ1wC0R8mV5trtLcKtgLVs88I=,ie5iGahM0adHFVwiIPBS9clQiQ0SrDQhN8bgC3FIUuI=,[],3.0,0.0,115800000000,116041000000,"{'cpus': 0.0017452239990234375, 'memory': 0.000152587890625}","{'cpus': 0.00485992431640625, 'memory': 0.00018310546875}","{'cpus': 0.00115966796875, 'memory': None}",0.000227928161621,0.0,,,1.0,"[0.00073814 0.00110626 0.00127411 0.00144958 0.00167274 0.0018158
 0.00191307 0.00200653 0.00212097 0.00231552 0.00352478]","[0.00234222 0.00236511 0.00239182 0.00241852 0.00251389 0.00257492
 0.00263977 0.00269699 0.00288773]",3,FINISH,0
863,305680277106,3,260725669813,2,0,360,221495346314,176,19141644532,"{'cpus': 0.009490966796875, 'memory': 0.0013027191162109375}",[],3,DrrEIEWkWuW7RrZwpHLCN0k0A2J0usJeyt3wtqzZ7Kk=,QsRYzXDSVqCBzEECAKytCJ0/WlcRIFMO90rDLVzkkiA=,wcRcAMuop2OqH9EW4feH919tadFec5a11ply0hcS/C8=,[],2.0,0.0,25800000000,26100000000,"{'cpus': 0.0006113052368164062, 'memory': 0.00528717041015625}","{'cpus': 0.001392364501953125, 'memory': 0.0052947998046875}","{'cpus': 0.0007009506225585938, 'memory': None}",0.0,0.0024795532226562,2.360443353652954,0.0098194610327482,1.0,"[0.00036621 0.0004425  0.00048447 0.00051212 0.00053883 0.00056458
 0.00059509 0.00064659 0.00075245 0.00083542 0.00122833]","[0.00085449 0.00087643 0.00089359 0.00090981 0.00092697 0.0009594
 0.00099945 0.00104332 0.00113106]",7,FINISH,0
864,643516724812,3,260725669813,2,0,360,221495346314,158,19946446213,"{'cpus': 0.0111541748046875, 'memory': 0.0013027191162109375}",[],3,DrrEIEWkWuW7RrZwpHLCN0k0A2J0usJeyt3wtqzZ7Kk=,QsRYzXDSVqCBzEECAKytCJ0/WlcRIFMO90rDLVzkkiA=,wcRcAMuop2OqH9EW4feH919tadFec5a11ply0hcS/C8=,[],2.0,0.0,25800000000,26100000000,"{'cpus': 0.0006113052368164062, 'memory': 0.00528717041015625}","{'cpus': 0.001392364501953125, 'memory': 0.0052947998046875}","{'cpus': 0.0007009506225585938, 'memory': None}",0.0,0.0024795532226562,2.360443353652954,0.0098194610327482,1.0,"[0.00036621 0.0004425  0.00048447 0.00051212 0.00053883 0.00056458
 0.00059509 0.00064659 0.00075245 0.00083542 0.00122833]","[0.00085449 0.00087643 0.00089359 0.00090981 0.00092697 0.0009594
 0.00099945 0.00104332 0.00113106]",7,FINISH,0
865,2250638604910,3,128073966478,2,0,0,0,1848,27367721172,"{'cpus': 0.002552032470703125, 'memory': 0.00020313262939453125}","[{'name': 'GKAYWlOFlntxaxFt+CCHj/Og1BgToNx62SMW9WHlf8g=', 'value': 'Kgq16taSOgd2w4MdPfzHClxQoBcDdY4+DwIKKSewaHM=', 'relation': 1}]",3,+cz+wEXttqDjld+YWLmrgqExjdqiHMZ2WZODThyR9jE=,AbfLM/72wWE5g5N3WQHZ1wC0R8mV5trtLcKtgLVs88I=,ie5iGahM0adHFVwiIPBS9clQiQ0SrDQhN8bgC3FIUuI=,[],3.0,0.0,115800000000,116041000000,"{'cpus': 0.0017452239990234375, 'memory': 0.000152587890625}","{'cpus': 0.00485992431640625, 'memory': 0.00018310546875}","{'cpus': 0.00115966796875, 'memory': None}",0.000227928161621,0.0,,,1.0,"[0.00073814 0.00110626 0.00127411 0.00144958 0.00167274 0.0018158
 0.00191307 0.00200653 0.00212097 0.00231552 0.00352478]","[0.00234222 0.00236511 0.00239182 0.00241852 0.00251389 0.00257492
 0.00263977 0.00269699 0.00288773]",3,FINISH,0
866,172997665292,2,374675839188,1,0,119,0,2878,151923671,"{'cpus': 0.0043182373046875, 'memory': 0.008819580078125}","[{'name': 'GKAYWlOFlntxaxFt+CCHj/Og1BgToNx62SMW9WHlf8g=', 'value': 'nsVToBS+A6OxC3chTygnhJKlHYtRAPGZzuHQayemweE=', 'relation': 1}]",2,PeO35q9IyQTQ1gF6bKU/0vNAy2f5Z16I/5Dmk5Uo8oY=,uOzSFLIqpAJjkC27CcGtNuskOOfybIGK9GZ15iJ7kss=,dK5UJ3Y+EVVhmBnidjUEXsceh/0KUSVqvegnR1+kydY=,[],2.0,1.0,131700000000,132000000000,"{'cpus': 0.000225067138671875, 'memory': 0.003810882568359375}","{'cpus': 0.00528717041015625, 'memory': 0.003814697265625}","{'cpus': 0.00016021728515625, 'memory': None}",0.008819580078125,0.0008535385131835,1.325519561767578,0.0063794762827456,1.0,"[0.00014496 0.00015259 0.00016022 0.00016689 0.00017452 0.00018311
 0.00019264 0.00020123 0.00021076 0.00021935 0.00524139]","[0.00023079 0.00025654 0.00029564 0.00035286 0.00037193 0.00039005
 0.00041485 0.00044155 0.00119019]",1,FAIL,1
867,1018384242021,3,796037227562,0,0,0,0,11684,153700490427,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}","[{'name': '5dEuieuWMFy+CNMBBf/uXNX5nP4Kgzeu0O6UizRNK3w=', 'value': '0', 'relation': 3}
 {'name': '9eCGRtl6XN5GQoOYGEjKtupBbtUoOaOPYRFw+pzH7IU=', 'value': '0', 'relation': 1}]",3,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,CNFGnjDyQWE8cgdeBVMIpVRstN5mjdFrkhPo739gLzg=,uHCXraDjnbKTvQ3lFoEkkhzOhtNX7OYmiYFAmeNEDGo=,[],1.0,0.0,840898000000,840900000000,"{'cpus': 0.0, 'memory': 0.0}","{'cpus': 0.0, 'memory': 0.0}","{'cpus': 0.0, 'memory': None}",0.0,0.0,,,1.0,[],[],4,FINISH,0
868,160676916180,0,315267875638,0,0,0,0,53347,2186834885,"{'cpus': 0.0141754150390625, 'memory': 0.00390625}","[{'name': '5dEuieuWMFy+CNMBBf/uXNX5nP4Kgzeu0O6UizRNK3w=', 'value': '0', 'relation': 3}
 {'name': '9eCGRtl6XN5GQoOYGEjKtupBbtUoOaOPYRFw+pzH7IU=', 'value': '0', 'relation': 1}]",0,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,Q09xPXEsCsFkN7VrsD1YQsX/bMUavURdsKzbJrDERG0=,JpnDNp7PNu0VgS7e15Z4eezBWdZd6iXYQGB6fdODnJs=,[],1.0,0.0,36900000000,37200000000,"{'cpus': 0.001560211181640625, 'memory': 0.0011768341064453125}","{'cpus': 0.0082244873046875, 'memory': 0.0012531280517578125}","{'cpus': 0.0015583038330078125, 'memory': None}",0.00390625,0.0002517700195312,1.1321032047271729,0.0115781370550394,0.993333339691162,"[0.00080872 0.00124741 0.00135422 0.00144196 0.00150299 0.00157547
 0.00164032 0.00172997 0.00178909 0.00187874 0.002285  ]","[0.0018959  0.00192833 0.0019474  0.00196457 0.00197983 0.00201035
 0.00205612 0.0021019  0.0022049 ]",6,ENABLE,0
869,1583531788104,0,122697038507,1,0,200,0,1191,78182093644,"{'cpus': 0.013214111328125, 'memory': 0.00521087646484375}","[{'name': '9eCGRtl6XN5GQoOYGEjKtupBbtUoOaOPYRFw+pzH7IU=', 'value': '0', 'relation': 1}]",0,KHEpPMaNZHNl9fXDbuQPFMMMwimKipTijlFHG3nd074=,Eyl1VA9RlMpW8Z7Zz2v0x0sxb8GmaG2xRiNbCkoCM7I=,T3747hvgZQPr5WA2mbr/J9BA+G9FarQJp+4OKBCB684=,[],1.0,0.0,1944000000000,1944300000000,"{'cpus': 0.0040130615234375, 'memory': 0.003032684326171875}","{'cpus': 0.0250244140625, 'memory': 0.00347137451171875}","{'cpus': 0.0097808837890625, 'memory': None}",0.0052108764648437,0.0001544952392578,1.4977911710739136,0.0045095421373844,1.0,"[0.0002861  0.00031853 0.00033569 0.00035667 0.00041294 0.00081444
 0.00461578 0.00701141 0.00767517 0.00975037 0.02493286]","[0.01014709 0.01045227 0.01268005 0.01290894 0.01347351 0.01377869
 0.01431274 0.01831055 0.02294922]",4,ENABLE,0
870,210192884956,6,294470514509,3,1,200,0,266,3459724083,"{'cpus': 0.06591796875, 'memory': 0.009765625}",[],6,jsKym0L3FlvkFQzZZHyht9i+Vm6XTsY2YzZj4/sDi9g=,St0VdhwYaGG/Hb+lGvo4e6qMuZIw7V8T88PrsCzE0cw=,G3GisqyQJcQNQE6mas79xnhZsDHcs0fL0vm6WqVw098=,[],2.0,0.0,1343400000000,1343700000000,"{'cpus': 0.026397705078125, 'memory': 0.0016994476318359375}","{'cpus': 0.04913330078125, 'memory': 0.001705169677734375}","{'cpus': 0.024749755859375, 'memory': None}",0.009765625,0.0004358291625976,,,1.0,"[0.01901245 0.02249146 0.02362061 0.02441406 0.025177   0.02633667
 0.02709961 0.02798462 0.02896118 0.03027344 0.03601074]","[0.03045654 0.03082275 0.03118896 0.03143311 0.03173828 0.03253174
 0.03314209 0.03375244 0.0345459 ]",8,SCHEDULE,0
871,1664989059177,5,784488673642,1,0,105,0,2424,50877617952,"{'cpus': 0.0004405975341796875, 'memory': 0.011016845703125}",[],5,+pEi4UWjK+Z87VFhehFntjxliEHRzmohnK5X1T3UYZU=,E9WF/Q8KHGGSbAlLBCwY7sX2YtV2vHDhUNjmGqF6ugU=,aO3GLFVWQoYjAjR6Y8EmWkQOBXuJwYUTTrUD+1YvgE4=,[],3.0,1.0,1342800000000,1343100000000,"{'cpus': 0.00021839141845703125, 'memory': 0.000896453857421875}","{'cpus': 0.0007944107055664062, 'memory': 0.0008993148803710938}","{'cpus': 0.00012874603271484375, 'memory': None}",0.011016845703125,7.62939453125e-06,3.684666156768799,0.017217393964529,1.0,"[0.00010395 0.00014496 0.00016403 0.00018024 0.00019073 0.00020123
 0.00021172 0.00022602 0.00025082 0.00029659 0.00079441]","[0.00030327 0.00031376 0.00032997 0.00034714 0.0003624  0.0003767
 0.00039101 0.0004406  0.00061607]",4,LOST,0
872,0,2,36376033673,3,1,200,0,724,57454184953,"{'cpus': 0.01629638671875, 'memory': 0.0036773681640625}",[],2,+tvHHpU79T6KNqPFO5KYRfjslYLDrIq4QS+CQ98QCEY=,52QhETAdVjrWYvjhT6LbM1NwBaLWr+dzQCUfnEDAguY=,r0aIt6PeaHcnQ/pv1esU20Ns3jKfvHrv9FPCa9phcNg=,[],1.0,0.0,163200000000,163500000000,"{'cpus': 0.00588226318359375, 'memory': 0.0046539306640625}","{'cpus': 0.02484130859375, 'memory': None}","{'cpus': 0.0066680908203125, 'memory': None}",0.005096435546875,0.0003347396850585,,,1.0,"[0.00224304 0.00313187 0.00378036 0.00458527 0.00496674 0.00537109
 0.0057373  0.00614166 0.00675201 0.00822449 0.015625  ]","[0.00828552 0.0085144  0.00881958 0.01118469 0.01229858 0.01315308
 0.0138855  0.01443481 0.0148468 ]",2,FAIL,1
873,87603956181,2,330587303641,2,0,360,330587125888,1470,33690410708,"{'cpus': 0.02197265625, 'memory': 0.0013027191162109375}",[],2,DrrEIEWkWuW7RrZwpHLCN0k0A2J0usJeyt3wtqzZ7Kk=,S7lCumi5SjHHjJNSL8fM57618KafzEwvbVBUHf7zNus=,mOIaNf8mXWKMT1ODsgfz3yhpFBedgNmcMaskvu55SBc=,[],2.0,0.0,2427630000000,2427631000000,"{'cpus': 0.0, 'memory': 1.9073486328125e-06}","{'cpus': 0.0, 'memory': 1.9073486328125e-06}","{'cpus': 0.0, 'memory': None}",0.0,0.0014858245849609,2.1814520359039307,0.0086077395826578,1.0,[],[],1,FAIL,1
874,2418204664299,0,374585621683,2,0,360,330587180564,574,23749080415,"{'cpus': 0.0116424560546875, 'memory': 0.0013027191162109375}",[],0,DrrEIEWkWuW7RrZwpHLCN0k0A2J0usJeyt3wtqzZ7Kk=,QsRYzXDSVqCBzEECAKytCJ0/WlcRIFMO90rDLVzkkiA=,wcRcAMuop2OqH9EW4feH919tadFec5a11ply0hcS/C8=,[],2.0,0.0,269325000000,269328000000,"{'cpus': 6.008148193359375e-05, 'memory': 9.5367431640625e-07}","{'cpus': 0.00018024444580078125, 'memory': 9.5367431640625e-07}","{'cpus': 9.5367431640625e-06, 'memory': None}",0.0,0.0004291534423828,1.1157898902893066,0.0026193049270659,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0.],1,ENABLE,0
875,1339231759748,5,348547149798,2,0,360,271641594276,689,1300080719,"{'cpus': 0.020172119140625, 'memory': 0.0013027191162109375}",[],5,DrrEIEWkWuW7RrZwpHLCN0k0A2J0usJeyt3wtqzZ7Kk=,MoDI2+cXS73TrK3+XvMBvOSYAKrQxnphYjSHqoHWGSI=,mOIaNf8mXWKMT1ODsgfz3yhpFBedgNmcMaskvu55SBc=,[],2.0,0.0,1287600000000,1287900000000,"{'cpus': 0.01959228515625, 'memory': 0.008880615234375}","{'cpus': 0.0521240234375, 'memory': 0.010040283203125}","{'cpus': 0.0113677978515625, 'memory': None}",0.0,0.0012798309326171,0.9133962392807008,0.0068681086413562,1.0,"[0.0004425  0.00718689 0.01072693 0.01119995 0.01657104 0.02172852
 0.02502441 0.02682495 0.02850342 0.03027344 0.04205322]","[0.03048706 0.03070068 0.03094482 0.03137207 0.03186035 0.03222656
 0.03277588 0.03631592 0.03918457]",6,LOST,0
876,0,0,4741149103,2,0,200,0,2292,183163218297,"{'cpus': 0.00131988525390625, 'memory': 0.00036525726318359375}",[],0,+cz+wEXttqDjld+YWLmrgqExjdqiHMZ2WZODThyR9jE=,m8HhloL0cBfh/leZqvnVXPDFzmMHt+G4XP4jeZdL2lM=,/0G9+xuIhKI69XBxGJuasMFBvklsLnAdi/UNduj+O8Q=,[],3.0,0.0,2248500000000,2248800000000,"{'cpus': 0.0005064010620117188, 'memory': 0.0002689361572265625}","{'cpus': 0.00244140625, 'memory': 0.0003032684326171875}","{'cpus': 0.00086212158203125, 'memory': None}",0.0004310607910156,9.5367431640625e-07,1.660175085067749,0.0151756210252642,1.0,"[0.00013447 0.00023842 0.00027752 0.00034809 0.00040531 0.000453
 0.000494   0.00055313 0.00066376 0.00085163 0.00243759]","[0.00089169 0.00092411 0.00098991 0.00107193 0.00112343 0.00119781
 0.00122452 0.00134277 0.00149727]",6,ENABLE,0
877,0,2,288790938756,2,0,200,0,2775,205191392481,"{'cpus': 0.02008056640625, 'memory': 0.002849578857421875}",[],2,dXD8Okc+W/AxVHAxb1mQ0z/2ffdKnRADgtpjqTgK06o=,NoEYJjdhyMdZUxWs8j+QJ6Ysexef5ZFqyWS6kBpX+z0=,OxNku3AB5l/KBtiDjKgCygeOnTrNA145+/YUSa8fxEk=,[],3.0,0.0,1782600000000,1782900000000,"{'cpus': 0.0133056640625, 'memory': 0.002880096435546875}","{'cpus': 0.0546875, 'memory': 0.00289154052734375}","{'cpus': 0.0126495361328125, 'memory': None}",0.0038299560546875,0.0002241134643554,2.7887330055236816,0.0099841831251978,1.0,"[0.01150513 0.01202393 0.012146   0.01226807 0.01237488 0.01248169
 0.01261902 0.01278687 0.01304626 0.01818848 0.01959229]","[0.0184021  0.01855469 0.01873779 0.01889038 0.01901245 0.01913452
 0.01922607 0.01934814 0.01950073]",6,FAIL,1
878,600636034838,6,277469535958,3,1,200,0,408,30474099,"{'cpus': 0.00022029876708984375, 'memory': 0.0005674362182617188}",[],6,aeB11m9PtrD76QeXZOK+Q3+Vx32kcOokRZxchg0AlrI=,kWvZbopGbWFoUxS7omeiXliz6fz2CsCQT/8PwK+kgUc=,c3KrIc41PkkrVrVlkcDh1NGcEf+nnra4uBUmxaklwHw=,[],3.0,0.0,571200000000,571500000000,"{'cpus': 9.059906005859375e-05, 'memory': 0.0005102157592773438}","{'cpus': 0.0007677078247070312, 'memory': 0.0005121231079101562}","{'cpus': 8.0108642578125e-05, 'memory': None}",0.0008134841918945,0.0001630783081054,,,1.0,"[6.96182251e-05 7.24792480e-05 7.53402710e-05 7.72476196e-05
 8.01086426e-05 8.20159912e-05 8.48770142e-05 8.67843628e-05
 1.01089478e-04 1.21116638e-04 6.79016113e-04]","[0.00012302 0.00012589 0.00012779 0.0001297  0.00013161 0.00014019
 0.00015163 0.00016212 0.00017262]",7,SCHEDULE,0
879,140293304006,6,219682718803,0,0,103,0,265,155823421458,"{'cpus': 0.03460693359375, 'memory': 0.00621795654296875}",[],6,F+Btz7HIoj0QXzUP5rjHS9aXRAOc5pzsaaY5Cr5zN4g=,2DCN54nDVm0OVeaA/YKcvqzRnMRvokbrgUh6ql2jb3Y=,QInlOfBrGH9DvMjeujeZlJMq13fdLk1ysCvo4q2cSzU=,[],3.0,1.0,140284000000,140286000000,"{'cpus': 0.0, 'memory': 7.05718994140625e-05}","{'cpus': 0.0, 'memory': 7.343292236328125e-05}","{'cpus': 0.0, 'memory': None}",0.0062179565429687,0.0020179748535156,1.186313509941101,0.0085098119452595,1.0,"[9.53674316e-07 9.53674316e-07 9.53674316e-07 9.53674316e-07
 9.53674316e-07 9.53674316e-07 9.53674316e-07 9.53674316e-07
 9.53674316e-07 9.53674316e-07 9.53674316e-07]","[9.53674316e-07 9.53674316e-07 9.53674316e-07 9.53674316e-07
 9.53674316e-07 9.53674316e-07 9.53674316e-07 9.53674316e-07
 9.53674316e-07]",5,SCHEDULE,0
880,1973588065655,2,236368116431,0,0,0,0,118940,18831058131,"{'cpus': 0.0081024169921875, 'memory': 0.003612518310546875}","[{'name': '9eCGRtl6XN5GQoOYGEjKtupBbtUoOaOPYRFw+pzH7IU=', 'value': '0', 'relation': 1}]",2,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,EVN94d9fIFzR7ApTSdBG8VyV7YEmR+GB2LpjJ7QtWlM=,uXg7PS0QinS0hu2jPMkHebkDJpZMywmqm/pOwvdFE5s=,[],1.0,0.0,2103600000000,2103900000000,"{'cpus': 0.00015163421630859375, 'memory': 0.0006961822509765625}","{'cpus': 0.000965118408203125, 'memory': 0.000698089599609375}","{'cpus': 0.00016021728515625, 'memory': None}",0.006683349609375,1.1444091796875e-05,4.202824115753174,0.0149781927466392,1.0,"[0.00010586 0.00011063 0.00011539 0.00012112 0.00012589 0.00013161
 0.00014687 0.00016403 0.00018311 0.00020885 0.00096607]","[0.00021172 0.00021458 0.00021648 0.00021935 0.0002346  0.00025654
 0.00027847 0.00030041 0.00032997]",5,FAIL,1
881,0,0,344407582599,1,0,119,0,2465,104791499778,"{'cpus': 0.0081024169921875, 'memory': 0.003032684326171875}",[],0,cX5gJyz4FUhcmnYTADIorF3Kw0h1QP+0X39ySibQIKQ=,uDF/pOIgPpwk9jD6zd19dMDk3GaaVkLQMhpmEKasLQ4=,eraJlXEjjBVNXyJ1lFLWtCPL5kBs7OdByMBhzVqJvaY=,[],2.0,0.0,2369100000000,2369400000000,"{'cpus': 0.002391815185546875, 'memory': 0.0016231536865234375}","{'cpus': 0.019256591796875, 'memory': 0.0016422271728515625}","{'cpus': 0.00029850006103515625, 'memory': None}",0.0048370361328125,1.239776611328125e-05,2.252093553543091,0.0071566007100045,1.0,"[0.00023079 0.00024796 0.00026512 0.00027561 0.0002861  0.00029659
 0.00030804 0.00035954 0.00072193 0.01269531 0.01849365]","[0.01293945 0.01364136 0.01420593 0.01441956 0.01475525 0.01506042
 0.01545715 0.01638794 0.01699829]",1,ENABLE,0
882,1183262675692,5,348547149798,2,0,360,271641594276,824,346548693724,"{'cpus': 0.020172119140625, 'memory': 0.0013027191162109375}",[],5,DrrEIEWkWuW7RrZwpHLCN0k0A2J0usJeyt3wtqzZ7Kk=,MoDI2+cXS73TrK3+XvMBvOSYAKrQxnphYjSHqoHWGSI=,mOIaNf8mXWKMT1ODsgfz3yhpFBedgNmcMaskvu55SBc=,[],2.0,0.0,1287600000000,1287900000000,"{'cpus': 0.01959228515625, 'memory': 0.008880615234375}","{'cpus': 0.0521240234375, 'memory': 0.010040283203125}","{'cpus': 0.0113677978515625, 'memory': None}",0.0,0.0012798309326171,0.9133962392807008,0.0068681086413562,1.0,"[0.0004425  0.00718689 0.01072693 0.01119995 0.01657104 0.02172852
 0.02502441 0.02682495 0.02850342 0.03027344 0.04205322]","[0.03048706 0.03070068 0.03094482 0.03137207 0.03186035 0.03222656
 0.03277588 0.03631592 0.03918457]",6,LOST,0
